100139010	-0.972921
43778053	-1.652627
43778053	-0.849229
140378119	-0.991990
29491210	-1.568473
23724043	-0.376741
34734082	1.395346
36962318	-1.166719
203795117	-0.896453
147062804	-1.563120
10354712	-1.501835
10354712	-1.034485
72376841	0.587930
72376841	-0.243925
334495782	-2.269216
67895345	-0.226447
204079155	-1.505030
29360181	-1.413456
29360181	-0.681363
72876086	-2.449490
1441801	-1.519900
1441801	-2.146989
77725706	-1.249607
216793153	-2.332649
216793153	-0.765431
216793153	-0.707107
57540619	-0.711137
40239175	-1.116640
66715661	-0.365826
66715661	-1.170146
80232979	-0.039105
49345269	-1.602168
100401237	-0.524262
15466584	-0.428185
197132383	-0.383229
63045730	-2.280789
15466598	-2.074250
28049516	-1.887739
126091373	-0.182236
126091373	0.923681
22151278	-1.000000
113901689	-0.931266
22544507	-0.367089
60555388	-0.214208
60555388	-1.710681
128843902	-0.877314
128843902	-0.201283
29338305	-1.687927
112831583	-0.426421
42270743	-1.410820
187564179	-2.196422
187564179	-1.801194
152043671	-1.303593
20578457	-1.338451
42205340	-0.480140
66846879	-0.216867
66846879	-0.903868
26214585	-1.317933
10092732	-0.448533
77594820	-1.074691
77594820	-0.432835
77594820	0.821074
26345675	-0.052077
26345675	-1.203589
18743509	-0.799944
23199959	-1.259698
168689880	-1.106739
118358235	-0.764601
15204572	-1.116532
61079773	-1.250513
339214559	-1.514256
42179324	-1.393103
101974249	-0.707107
24248557	0.070042
29277210	-1.422135
224788723	-2.019949
62521603	0.370669
37748996	-1.602283
16908557	-1.000000
82968851	-1.409399
35258644	-1.314420
17432857	-1.308303
17432857	0.723868
113377562	-1.337968
30671133	-0.858219
25297184	-2.105605
36722054	0.908394
117309744	-2.000000
262668594	-1.952564
23724083	-0.119400
39715134	-0.998165
51249478	-2.112101
35651911	-1.647219
35651911	-0.406577
95111637	-1.105674
95111637	-1.786342
91750734	-0.799862
25166160	-1.331926
25166160	1.000000
28377145	-1.995957
47098596	-0.107986
16122223	-1.000000
31326577	-0.556494
17957236	-1.192117
23593337	-1.301585
23593337	-0.228432
31326589	-1.191991
110494087	-1.712234
110494087	-0.052794
182190472	-1.414214
30802315	-0.115194
31195533	-1.462498
31195533	-2.031019
43516303	0.024718
34734480	-1.266882
91358152	-0.437303
61473177	-1.901075
116654497	-0.447214
104595878	-1.890134
24773031	-1.842412
56492461	-2.163415
44302766	-2.309002
158662728	-1.731091
90046898	-1.450751
54264255	-1.332461
142737868	-0.799471
133562829	-1.549548
11774712	1.000000
17039828	-1.508428
248644055	-0.831626
124649958	-2.009222
50379674	-2.122958
162398706	-0.959446
162398706	-2.812492
162398706	-0.437205
162398706	-1.614986
193200630	-0.577350
61342204	-0.736535
70779392	-1.268935
57541132	-0.836628
96469534	0.638889
158466594	-1.831092
158466594	-1.652849
29098531	-0.064562
29098531	1.000000
33423920	-1.892326
33423920	-1.166298
33423920	0.569732
167925171	-0.418814
21889588	-2.476246
21889588	-0.365738
62455902	-1.604847
29360700	-1.267441
29360700	-2.257934
50987596	-2.236068
17957453	1.000785
17826392	-1.531480
157155931	-0.509621
203424350	-0.631731
16122463	-1.147331
21103202	-1.345540
223062801	-0.450139
85721707	-1.568316
18219628	0.098429
31720052	-1.442011
114164342	-1.530168
114164342	-1.634821
21408532	1.016960
13632122	-1.945488
86246014	-1.984585
23855745	-0.474715
14156431	-0.162025
22545047	-1.271105
39191198	0.677194
32899744	-1.398430
18219684	0.053313
18219684	-1.959433
52036262	-0.194416
19661480	0.949995
124781225	-1.335203
43647660	-1.882681
43647660	-2.295728
43647660	-1.000000
39977647	-2.054697
39977647	-0.766717
109445813	-1.615695
39453376	-0.121127
38666946	0.309408
37225157	-0.950854
37225157	-0.689917
108397255	-1.969213
23331541	-1.230654
188875502	-0.505011
34603133	-2.183147
98960120	-1.081138
27525884	-0.698064
127380266	-0.776913
14811902	1.639667
93694763	-0.645028
20316934	0.510973
20316934	0.316406
17695500	-1.655585
17695500	-0.335229
17695500	-0.949309
45220621	-1.679276
190841617	-1.101703
15336222	-0.707107
15991583	0.723151
30409506	-2.348747
30409506	-1.140548
18875171	-0.512658
18875171	1.142175
59114281	1.016944
48628529	-0.809490
69331705	-1.442845
89785146	-2.231367
47842111	-1.000000
76809034	-0.158479
21627723	-0.975488
157025103	-1.091370
157025103	-0.707107
103023444	-1.410109
14287702	-1.523070
168559451	-1.502083
182453093	-1.413476
65799016	-1.008264
18088811	-1.000000
60031853	-0.471265
882	-0.307816
81450707	-1.666678
81450707	0.136931
35521400	-1.832973
100139898	1.524162
60818306	-1.244859
84760043	-1.117001
20841352	-0.221739
52560782	0.827426
42992535	-0.781179
52429751	-1.000000
101974970	-2.273427
101974970	-1.323938
101974970	-1.403205
120062909	-0.468216
220595138	-0.745889
17695688	-1.407394
231690592	-0.102838
86792883	0.303498
86792883	0.579454
42468320	-0.768701
15467495	-0.815660
30409708	0.577350
18220022	-1.283368
57279479	-0.086780
26127190	0.477623
60163081	-1.907851
100008972	-0.251844
21408600	-0.377964
70910994	-1.800492
28574742	-1.819038
28574742	1.247172
28574742	-0.153952
31368483	-0.803529
21496857	-0.446580
156369951	-0.969972
96470048	-0.524954
24118318	-0.980220
24118318	0.081985
66061360	-2.189487
18613301	-0.269945
253232185	1.000000
57541701	-0.913227
256508998	0.782369
1311821	-0.905787
41682001	-0.477083
41682001	-1.730442
41682001	-1.366426
46793815	0.784094
202769498	-1.091502
15205476	-0.131013
21124625	-0.473728
20448360	-1.352518
292291696	-2.304263
23987313	-1.324305
35128441	-0.588137
34756117	-1.291606
125437058	-1.428709
102892675	-0.343475
50070664	-1.112830
50070664	-1.559868
50070664	-1.366915
127009932	-1.000000
40240275	-2.200867
34079900	0.990892
94383891	-1.239626
250217638	-2.115154
37115421	1.313006
15074493	-1.000000
80741584	-0.535298
80741584	0.826671
233702611	-1.439012
233702611	-1.708798
233702611	-1.446314
32900319	-1.190152
32900319	-0.555806
32900319	-0.567634
32900319	-1.190603
78513377	-1.055954
23987432	-1.531229
28837113	-0.533580
134612233	-1.774790
116786442	-0.363580
19662091	-0.565275
148374810	-0.804670
80086299	-2.057809
16909598	-1.526421
52669317	1.031129
67896610	-2.146568
17564970	-0.222883
61605174	-1.791491
43124030	1.000000
191104322	-1.000000
262014277	-1.962237
108528966	-1.341948
32986683	-1.831913
122553701	-0.020277
122553701	1.690612
72746347	-0.413762
72746347	0.537398
28814609	-0.498387
139724145	0.051069
14288243	-1.059937
25298297	-0.881076
27264383	-1.410158
138675584	-1.995358
32309485	-1.630536
6488302	-1.572111
120325526	-1.618877
136971671	-0.894408
136971671	-1.807119
136971671	-0.357811
82576804	-1.051314
269484273	-1.606723
154273194	-1.507435
22152619	-0.393855
32769452	-1.783656
45745585	-0.577350
75105715	-0.887395
170919349	0.377964
26478010	-2.126191
61212092	-1.286843
16516541	-1.567081
29230526	-2.080830
30410180	-2.139753
257820105	-1.662915
47318480	-0.615381
35390937	-0.641186
35390937	0.213585
26215905	-0.493373
227018211	-0.107077
227018211	-1.222358
226100710	-1.460928
156763630	-2.336149
159122927	1.010586
31589874	1.081842
24643081	0.871886
163841546	-1.290211
41027092	-0.606365
76285466	1.000000
40502812	0.349897
40502812	-1.987990
130024989	-1.258062
43386405	-1.452678
108529190	-2.023890
108529190	-1.726083
249300526	-0.313870
249300526	-1.131403
244405853	-1.266102
111412786	-0.792323
47842873	-0.151758
47842873	-0.593792
47842873	0.762854
47842873	-2.231289
29623870	-0.986915
56231487	-0.901049
193726018	-2.108521
113378885	-0.577350
110233166	-1.821544
110233166	-2.473110
29819150	-1.866830
29819150	-1.369442
29819150	-2.405528
29819150	0.125293
29819150	-1.924023
215615062	0.777445
215615062	-1.318160
21759579	-0.489938
21759579	0.145340
24051843	-0.718059
86398567	-1.859914
15599232	-1.910790
74188417	-1.419385
53610122	-0.500000
139200141	-0.426207
18876050	-1.462932
21539779	-1.303530
144705174	0.321209
144705174	-1.107703
12060312	-0.949188
39736945	-1.437857
70911661	-0.885758
154273456	-2.433692
154273456	-0.929153
136971959	-0.299479
39061176	-0.319592
39061176	-0.471405
39061176	-0.152597
51906255	0.573077
